"datetimestamp","atemp","rh","bp","wspd","maxwspd","wdir","sdwdir","totpar","totprcp","totsorad","Month","Year","Month_number","Month_Year"
2021-02-04 04:00:00,-0.7,95,1019,0.5,1.4,219,42,0,0,NA,"Feb",2021,2,"Feb 2021"
2021-02-04 04:15:00,-0.9,95,1019,0.1,0.7,229,6,0,0,NA,"Feb",2021,2,"Feb 2021"
2021-02-04 04:30:00,-0.7,96,1019,0.8,1.7,247,25,0,0,NA,"Feb",2021,2,"Feb 2021"
2021-02-04 05:15:00,-0.1,91,1019,0.3,0.9,206,11,0,0,NA,"Feb",2021,2,"Feb 2021"
2021-02-04 05:30:00,-0.4,93,1019,0.2,0.7,239,25,0,0,NA,"Feb",2021,2,"Feb 2021"
2021-02-04 05:45:00,-0.7,94,1019,0.4,0.9,195,31,0,0,NA,"Feb",2021,2,"Feb 2021"
2021-02-04 06:00:00,-1,95,1019,0.1,0.5,243,6,0,0,NA,"Feb",2021,2,"Feb 2021"
2021-02-04 06:15:00,-0.7,95,1020,1,2,261,10,0,0,NA,"Feb",2021,2,"Feb 2021"
2021-02-04 06:45:00,-0.2,92,1020,0.1,0.5,197,23,0,0,NA,"Feb",2021,2,"Feb 2021"
2021-02-04 07:00:00,-0.8,93,1020,0.4,0.9,246,6,0.1,0,NA,"Feb",2021,2,"Feb 2021"
2021-02-04 07:15:00,-1.2,95,1020,0.5,0.7,225,9,6,0,NA,"Feb",2021,2,"Feb 2021"
2021-02-04 07:30:00,-1.2,95,1020,0.2,0.6,207,5,26.6,0,NA,"Feb",2021,2,"Feb 2021"
2021-02-04 07:45:00,-0.9,96,1020,0.2,0.5,211,16,96.2,0,NA,"Feb",2021,2,"Feb 2021"
2022-01-29 22:00:00,0,70,1023,0.9,1.2,250,5,0,0,NA,"Jan",2022,1,"Jan 2022"
2022-01-29 22:15:00,-0.4,72,1023,1,1.9,256,10,0,0,NA,"Jan",2022,1,"Jan 2022"
2022-01-29 22:30:00,-0.1,69,1023,0.9,1.8,252,11,0,0,NA,"Jan",2022,1,"Jan 2022"
2022-01-29 22:45:00,-0.2,70,1024,0.9,1.3,257,12,0,0,NA,"Jan",2022,1,"Jan 2022"
2022-01-29 23:00:00,-0.3,71,1024,0.9,1.4,252,8,0,0,NA,"Jan",2022,1,"Jan 2022"
2022-01-29 23:15:00,-0.7,73,1024,0.9,1.6,255,9,0,0,NA,"Jan",2022,1,"Jan 2022"
2022-01-29 23:30:00,-0.5,72,1024,1.2,2.1,262,13,0,0,NA,"Jan",2022,1,"Jan 2022"
2022-01-29 23:45:00,-0.1,68,1024,1.2,2.5,267,13,0,0,NA,"Jan",2022,1,"Jan 2022"
2022-01-30,-0.1,67,1024,1.3,2.6,274,14,0,0,NA,"Jan",2022,1,"Jan 2022"
2022-01-30 00:15:00,-0.1,67,1024,1.3,2.2,270,13,0,0,NA,"Jan",2022,1,"Jan 2022"
2022-01-30 00:30:00,-0.4,69,1024,0.9,1.8,271,12,0,0,NA,"Jan",2022,1,"Jan 2022"
2022-01-30 00:45:00,-0.9,72,1024,0.9,1.6,266,13,0,0,NA,"Jan",2022,1,"Jan 2022"
2022-01-30 01:00:00,-1.1,73,1024,1.1,2.1,270,13,0,0,NA,"Jan",2022,1,"Jan 2022"
2022-01-30 01:15:00,-0.8,71,1024,1.4,2.5,275,11,0,0,NA,"Jan",2022,1,"Jan 2022"
2022-01-30 01:30:00,-0.6,69,1024,1.5,2.3,275,11,0,0,NA,"Jan",2022,1,"Jan 2022"
2022-01-30 01:45:00,-0.4,67,1024,1.6,3.1,280,13,0,0,NA,"Jan",2022,1,"Jan 2022"
2022-01-30 02:00:00,-0.6,67,1024,1.5,2.2,276,12,0,0,NA,"Jan",2022,1,"Jan 2022"
2022-01-30 02:15:00,-0.9,70,1024,1.5,2.3,275,11,0,0,NA,"Jan",2022,1,"Jan 2022"
2022-01-30 02:30:00,-1.1,70,1024,1.5,2.5,274,12,0,0,NA,"Jan",2022,1,"Jan 2022"
2022-01-30 02:45:00,-1.1,67,1024,1.8,2.9,276,14,0,0,NA,"Jan",2022,1,"Jan 2022"
2022-01-30 03:00:00,-1.1,68,1024,1.7,2.8,275,11,0,0,NA,"Jan",2022,1,"Jan 2022"
2022-01-30 03:15:00,-1,65,1024,1.8,2.7,285,14,0,0,NA,"Jan",2022,1,"Jan 2022"
2022-01-30 03:30:00,-0.7,62,1024,1.9,3,291,15,0,0,NA,"Jan",2022,1,"Jan 2022"
2022-01-30 03:45:00,-0.8,62,1024,2.1,3.7,294,17,0,0,NA,"Jan",2022,1,"Jan 2022"
2022-01-30 04:00:00,-0.6,60,1024,2.1,3.8,288,14,0,0,NA,"Jan",2022,1,"Jan 2022"
2022-01-30 04:15:00,-0.7,61,1024,2.1,3.6,296,16,0,0,NA,"Jan",2022,1,"Jan 2022"
2022-01-30 04:30:00,-0.5,59,1024,1.9,3.3,295,18,0,0,NA,"Jan",2022,1,"Jan 2022"
2022-01-30 04:45:00,-0.6,58,1024,1.6,2.8,296,16,0,0,NA,"Jan",2022,1,"Jan 2022"
2022-01-30 05:00:00,-0.3,58,1024,2.1,3.8,310,18,0,0,NA,"Jan",2022,1,"Jan 2022"
2022-01-30 05:15:00,0,55,1024,2.3,4.4,309,18,0,0,NA,"Jan",2022,1,"Jan 2022"
2022-01-30 06:15:00,0,56,1024,2.1,3.4,315,16,0,0,NA,"Jan",2022,1,"Jan 2022"
2022-01-30 06:30:00,-0.3,58,1025,1.4,2.7,309,18,0,0,NA,"Jan",2022,1,"Jan 2022"
2022-01-30 06:45:00,-0.7,59,1025,1,1.9,296,19,0,0,NA,"Jan",2022,1,"Jan 2022"
2022-01-30 07:00:00,-1.1,60,1025,1.3,2.5,280,15,0,0,NA,"Jan",2022,1,"Jan 2022"
2022-01-30 07:15:00,-1.7,66,1025,1.2,2,268,15,4.3,0,NA,"Jan",2022,1,"Jan 2022"
2022-01-30 07:30:00,-1.9,68,1025,1,2.1,261,15,26.7,0,NA,"Jan",2022,1,"Jan 2022"
2022-01-30 07:45:00,-1.4,66,1026,1.4,2.7,278,18,84.4,0,NA,"Jan",2022,1,"Jan 2022"
2022-01-30 08:00:00,-0.5,61,1026,2.1,3.4,281,18,162.9,0,NA,"Jan",2022,1,"Jan 2022"
2022-12-24 01:45:00,0,55,1023,1.6,3.7,307,20,0,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-24 02:00:00,-0.2,55,1023,2.2,4.2,299,19,0,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-24 02:15:00,-0.3,56,1023,2.3,4.1,315,17,0,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-24 02:30:00,-0.6,57,1023,2.5,4.5,310,17,0,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-24 02:45:00,-0.7,57,1023,2.7,4.5,313,15,0,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-24 03:00:00,-0.9,57,1023,2.2,3.7,311,19,0,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-24 03:15:00,-1,57,1024,2.3,4.2,308,20,0,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-24 03:30:00,-1.1,58,1024,2.3,5.8,304,20,0,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-24 03:45:00,-1.2,56,1024,2.6,4.9,308,18,0,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-24 04:00:00,-1.4,55,1024,2.2,4.1,296,21,0,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-24 04:15:00,-1.5,54,1024,3.1,5.5,313,18,0,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-24 04:30:00,-1.7,53,1024,2.8,6.3,314,18,0,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-24 04:45:00,-1.8,53,1024,2.7,4.8,313,17,0,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-24 05:00:00,-2,52,1024,2.7,4.7,314,20,0,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-24 05:15:00,-2.2,52,1024,2.7,4.7,318,17,0,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-24 05:30:00,-2.3,52,1024,2.9,5.9,325,18,0,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-24 05:45:00,-2.3,50,1024,3.3,6.4,326,18,0,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-24 06:00:00,-2.3,49,1024,3.1,5.8,325,20,0,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-24 06:15:00,-2.4,49,1024,3.1,6.1,322,20,0,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-24 06:30:00,-2.5,48,1025,3.3,5.9,321,20,0,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-24 06:45:00,-2.5,48,1025,3.3,5.9,326,19,0,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-24 07:00:00,-2.6,49,1025,2.9,5.4,321,17,0,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-24 07:15:00,-2.7,50,1025,2.7,6,322,19,4,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-24 07:30:00,-2.7,51,1026,2.7,5.4,318,22,22.5,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-24 07:45:00,-2.6,51,1026,2.7,5.8,319,20,74.1,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-24 08:00:00,-2.5,50,1026,3.1,5.3,330,22,146.4,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-24 08:15:00,-2.3,48,1026,2.9,5.4,323,21,227.4,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-24 08:30:00,-2.4,45,1027,3.9,6.8,325,16,312.8,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-24 08:45:00,-2.1,44,1027,3.8,6.7,321,18,399.2,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-24 09:00:00,-1.7,44,1027,3.3,6.2,328,21,485.5,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-24 09:15:00,-1.3,43,1027,3.7,6.3,318,20,568.7,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-24 09:30:00,-0.9,43,1027,3.5,6,320,18,648.3,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-24 09:45:00,-0.6,43,1027,3.3,5.9,313,21,722.9,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-24 10:00:00,-0.1,42,1028,3.1,5.8,317,20,792.1,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-24 20:00:00,-1,65,1025,0.7,1.5,242,10,0,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-24 20:15:00,-0.9,62,1025,0.9,1.8,269,15,0,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-24 20:30:00,-0.1,55,1025,1.3,2.1,285,14,0,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-24 21:15:00,-0.1,53,1025,1.2,2.6,291,16,0,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-24 21:30:00,0,55,1025,1.6,3.4,308,18,0,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-24 21:45:00,0,52,1025,1.9,4,323,18,0,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-24 22:00:00,0,50,1025,2.5,4.7,316,18,0,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-24 22:15:00,0,48,1025,2.8,5.5,312,17,0,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-24 22:30:00,-0.1,47,1025,3,5.5,314,19,0,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-24 22:45:00,-0.3,46,1025,3,5.8,313,18,0,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-24 23:00:00,-0.5,45,1025,2.8,5.4,313,19,0,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-24 23:15:00,-0.7,47,1025,2.6,4.3,317,17,0,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-24 23:30:00,-1,49,1025,1.7,3.7,311,21,0,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-24 23:45:00,-1.3,51,1025,1.3,3.1,284,23,0,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-25,-1.6,53,1025,1.1,2.5,287,20,0,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-25 00:15:00,-1.7,54,1025,1.2,2.2,290,17,0,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-25 00:30:00,-1.9,58,1025,1.1,2.2,300,18,0,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-25 00:45:00,-2,56,1025,1.6,3.1,295,18,0,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-25 01:00:00,-2.2,59,1025,1.1,1.9,287,15,0,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-25 01:15:00,-2.4,59,1025,1.5,2.5,289,17,0,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-25 01:30:00,-2.3,61,1025,1.5,3.5,302,15,0,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-25 01:45:00,-2.3,61,1025,2.4,4.7,313,16,0,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-25 02:00:00,-2.3,61,1025,2.6,4.7,309,16,0,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-25 02:15:00,-2.3,60,1025,2.3,4.4,311,21,0,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-25 02:30:00,-2.3,58,1025,2.4,4.3,312,18,0,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-25 02:45:00,-2.4,58,1025,2.4,4.9,316,19,0,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-25 03:00:00,-2.4,58,1025,2,4.6,308,17,0,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-25 03:15:00,-2.7,59,1025,1.4,2.9,289,19,0,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-25 03:30:00,-3.1,63,1025,0.9,1.7,250,18,0,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-25 03:45:00,-3.4,65,1025,1,1.9,264,16,0,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-25 04:00:00,-3.4,65,1025,1,2,263,15,0,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-25 04:15:00,-3.4,65,1025,0.7,2,252,20,0,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-25 04:30:00,-3.7,67,1025,0.4,1.2,215,12,0,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-25 04:45:00,-4.2,72,1025,0.4,0.7,214,9,0,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-25 05:00:00,-4.3,75,1025,0.3,1,254,11,0,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-25 05:15:00,-4.3,75,1025,0.5,1.2,252,15,0,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-25 05:30:00,-4,76,1025,1.1,2.9,301,18,0,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-25 05:45:00,-3.5,74,1025,1.6,3.8,307,17,0,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-25 06:00:00,-3.5,70,1025,1.8,3.5,309,18,0,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-25 06:15:00,-3.6,68,1025,1.8,3.4,294,18,0,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-25 06:30:00,-3.7,68,1025,1.8,2.8,283,20,0,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-25 06:45:00,-3.8,70,1025,1.5,2.9,290,18,0,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-25 07:00:00,-3.9,71,1025,1.3,2.8,286,17,0,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-25 07:15:00,-4,70,1026,1.5,2.8,287,17,2.6,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-25 07:30:00,-4,70,1026,1.5,3.2,291,17,14.6,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-25 07:45:00,-3.9,70,1026,1.6,2.9,288,15,37.5,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-25 08:00:00,-3.6,69,1026,1.8,3.6,296,21,116.5,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-25 08:15:00,-2.9,66,1026,2.1,4.8,308,21,217.4,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-25 08:30:00,-2.4,60,1026,2.3,4,293,25,304.6,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-25 08:45:00,-1.9,56,1026,2.5,4.7,299,29,391.6,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-25 09:00:00,-1.4,54,1026,2.4,4.5,294,24,477.4,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-25 09:15:00,-0.8,52,1027,2.1,5,303,20,561.3,0,NA,"Dec",2022,12,"Dec 2022"
2022-12-25 09:30:00,-0.3,50,1027,2.1,3.9,288,19,641.6,0,NA,"Dec",2022,12,"Dec 2022"
2023-01-15 05:45:00,-0.2,87,1021,1,2,264,14,0,0,NA,"Jan",2023,1,"Jan 2023"
2023-01-15 06:00:00,-0.3,88,1021,0.8,1.6,279,18,0,0,NA,"Jan",2023,1,"Jan 2023"
2023-01-15 06:15:00,-0.1,88,1021,1.3,2.4,284,14,0,0,NA,"Jan",2023,1,"Jan 2023"
2023-01-15 06:30:00,-0.1,88,1022,1.5,2.7,283,13,0,0,NA,"Jan",2023,1,"Jan 2023"
2023-01-15 06:45:00,0,88,1022,1.6,2.5,279,15,0,0,NA,"Jan",2023,1,"Jan 2023"
2023-01-15 07:00:00,0,88,1022,1.5,2.9,282,16,0,0,NA,"Jan",2023,1,"Jan 2023"
2023-01-16 07:15:00,-0.1,97,1021,0.3,0.7,212,12,2.1,0,NA,"Jan",2023,1,"Jan 2023"
2025-01-09 21:45:00,-0.2,90,1022,0,0.3,185,0,0,NA,NA,"Jan",2025,1,"Jan 2025"
2025-01-09 22:00:00,-0.2,91,1022,0.2,0.6,183,2,0,NA,NA,"Jan",2025,1,"Jan 2025"
2025-01-09 22:15:00,-0.3,92,1022,0,0,0,0,0,NA,NA,"Jan",2025,1,"Jan 2025"
2025-01-09 22:30:00,-0.3,92,1022,0.2,0.7,185,0,0,NA,NA,"Jan",2025,1,"Jan 2025"
2025-01-09 22:45:00,-0.3,92,1022,0.2,1,201,10,0,NA,NA,"Jan",2025,1,"Jan 2025"
2025-01-09 23:00:00,-0.4,93,1022,0.2,0.7,217,0,0,NA,NA,"Jan",2025,1,"Jan 2025"
2025-01-09 23:15:00,-0.3,93,1022,0.3,0.6,217,0,0,NA,NA,"Jan",2025,1,"Jan 2025"
2025-01-09 23:30:00,-0.3,93,1022,0.2,0.5,216,0,0,NA,NA,"Jan",2025,1,"Jan 2025"
2025-01-09 23:45:00,-0.3,93,1022,0.5,1.5,241,20,0,NA,NA,"Jan",2025,1,"Jan 2025"
2025-01-10,0,93,1022,0.6,1.3,250,28,0,NA,NA,"Jan",2025,1,"Jan 2025"
2025-01-10 00:30:00,0,93,1021,0.8,1.7,261,23,0,NA,NA,"Jan",2025,1,"Jan 2025"
