"datetimestamp","atemp","rh","bp","wspd","maxwspd","wdir","sdwdir","totpar","totprcp","totsorad","Month","Year","Month_number","Month_Year"
2006-02-14 01:45:00,-0.2,83,1027,1.2,1.7,264,8,NA,0,NA,"Feb",2006,2,"Feb 2006"
2006-02-14 02:00:00,-0.4,83,1028,1.2,1.8,253,12,NA,0,NA,"Feb",2006,2,"Feb 2006"
2006-02-14 02:15:00,-0.5,83,1028,1.5,2,244,7,NA,0,NA,"Feb",2006,2,"Feb 2006"
2006-02-14 02:30:00,-0.7,83,1028,1.3,1.8,240,8,NA,0,NA,"Feb",2006,2,"Feb 2006"
2006-02-14 02:45:00,-1,84,1028,0.6,1.3,248,18,NA,0,NA,"Feb",2006,2,"Feb 2006"
2006-02-14 03:00:00,-1.1,85,1027,0.3,1,185,37,NA,0,NA,"Feb",2006,2,"Feb 2006"
2006-02-14 03:15:00,-1.8,87,1027,0.6,1.2,244,28,NA,0,NA,"Feb",2006,2,"Feb 2006"
2006-02-14 03:30:00,-2.1,89,1027,0.2,0.7,227,36,NA,0,NA,"Feb",2006,2,"Feb 2006"
2006-02-14 03:45:00,-2.2,90,1027,0.4,1.9,242,14,0,0,NA,"Feb",2006,2,"Feb 2006"
2006-02-14 04:00:00,-1.7,91,1027,0.8,1.7,245,23,0,0,NA,"Feb",2006,2,"Feb 2006"
2006-02-14 04:15:00,-1.7,91,1027,0.7,2.5,218,48,0,0,NA,"Feb",2006,2,"Feb 2006"
2006-02-14 04:30:00,-2.1,91,1028,0.3,1,218,19,0,0,NA,"Feb",2006,2,"Feb 2006"
2006-02-14 04:45:00,-1.7,91,1028,1.3,2.1,238,54,0,0,NA,"Feb",2006,2,"Feb 2006"
2006-02-14 05:00:00,-1.7,90,1028,1,2,231,43,0,0,NA,"Feb",2006,2,"Feb 2006"
2006-02-14 05:15:00,-1.3,90,1028,1.5,2.7,251,9,0,0,NA,"Feb",2006,2,"Feb 2006"
2006-02-14 05:30:00,-1.3,88,1028,0.6,1.8,226,26,0,0,NA,"Feb",2006,2,"Feb 2006"
2006-02-14 05:45:00,-1.6,89,1028,1.1,2.3,259,20,0,0,NA,"Feb",2006,2,"Feb 2006"
2006-02-14 06:00:00,-1.5,89,1028,1.2,1.9,249,24,0,0,NA,"Feb",2006,2,"Feb 2006"
2006-02-14 06:15:00,-1.5,89,1028,0.7,1.8,256,44,0,0,NA,"Feb",2006,2,"Feb 2006"
2006-02-14 06:30:00,-1.4,89,1028,0.7,1.7,219,70,0,0,NA,"Feb",2006,2,"Feb 2006"
2006-02-14 06:45:00,-1.6,90,1028,1.6,2.4,261,8,0,0,NA,"Feb",2006,2,"Feb 2006"
2006-02-14 07:00:00,-1.5,88,1028,0.5,2.3,199,34,1.9,0,NA,"Feb",2006,2,"Feb 2006"
2006-02-14 07:15:00,-2.3,90,1028,0.3,0.8,238,23,15.7,0,NA,"Feb",2006,2,"Feb 2006"
2006-02-14 07:30:00,-2.3,91,1029,0.3,1.2,242,29,60.6,0,NA,"Feb",2006,2,"Feb 2006"
2006-02-14 07:45:00,-0.8,90,1029,1.6,2.2,267,10,146.1,0,NA,"Feb",2006,2,"Feb 2006"
2007-01-30 00:15:00,-0.3,94,1024,0.1,NA,206,NA,0,0,NA,"Jan",2007,1,"Jan 2007"
2007-01-30 00:30:00,-0.6,95,1024,0.6,NA,219,NA,0,0,NA,"Jan",2007,1,"Jan 2007"
2007-01-30 00:45:00,-0.7,95,1024,0.4,NA,226,NA,0,0,NA,"Jan",2007,1,"Jan 2007"
2007-01-30 01:00:00,-0.9,95,1023,0.5,NA,230,NA,0,0,NA,"Jan",2007,1,"Jan 2007"
2007-01-30 01:15:00,-1,96,1023,0.5,NA,245,NA,0,0,NA,"Jan",2007,1,"Jan 2007"
2007-01-30 01:30:00,-1.2,96,1023,0.6,NA,245,NA,0,0,NA,"Jan",2007,1,"Jan 2007"
2007-01-30 01:45:00,-1.2,96,1023,0.4,NA,250,NA,0,0,NA,"Jan",2007,1,"Jan 2007"
2007-01-30 02:00:00,-1.5,96,1023,0.2,NA,247,NA,0,0,NA,"Jan",2007,1,"Jan 2007"
2007-01-30 02:15:00,-1.5,97,1023,0.1,NA,245,NA,0,0,NA,"Jan",2007,1,"Jan 2007"
2007-01-30 02:30:00,-1.1,97,1023,0,NA,245,NA,0,0,NA,"Jan",2007,1,"Jan 2007"
2007-01-30 02:45:00,-0.7,97,1022,0.2,NA,232,NA,0,0,NA,"Jan",2007,1,"Jan 2007"
2007-01-30 03:00:00,-0.5,97,1023,0,NA,209,NA,0,0,NA,"Jan",2007,1,"Jan 2007"
2007-01-30 03:15:00,-0.3,97,1023,0.1,NA,209,NA,0,0,NA,"Jan",2007,1,"Jan 2007"
2007-01-30 03:30:00,-0.1,97,1023,0,NA,209,NA,0,0,NA,"Jan",2007,1,"Jan 2007"
2007-01-30 04:00:00,0,97,1022,0.3,NA,263,NA,0,0,NA,"Jan",2007,1,"Jan 2007"
2007-01-30 04:15:00,-0.2,97,1022,0.2,NA,274,NA,0,0,NA,"Jan",2007,1,"Jan 2007"
2007-01-30 04:30:00,-0.3,97,1022,0.8,NA,247,NA,0,0,NA,"Jan",2007,1,"Jan 2007"
2007-01-30 04:45:00,-0.1,97,1022,1,NA,266,NA,0,0,NA,"Jan",2007,1,"Jan 2007"
2007-01-30 05:30:00,0,95,1022,0.9,NA,258,NA,0,0,NA,"Jan",2007,1,"Jan 2007"
2007-01-30 05:45:00,0,96,1023,0.2,NA,257,NA,0,0,NA,"Jan",2007,1,"Jan 2007"
2007-02-17 06:45:00,0,80,1019,1.6,NA,263,NA,0,0,NA,"Feb",2007,2,"Feb 2007"
2007-02-17 07:00:00,-0.2,81,1019,1.5,NA,267,NA,0,0,NA,"Feb",2007,2,"Feb 2007"
2007-02-17 07:15:00,-0.2,82,1019,1.6,NA,268,NA,0,0,NA,"Feb",2007,2,"Feb 2007"
2007-02-19 04:45:00,-0.2,81,1025,0.9,NA,265,NA,0,0,NA,"Feb",2007,2,"Feb 2007"
2008-01-03 00:45:00,0,44,1034,3.3,NA,314,NA,0,0,NA,"Jan",2008,1,"Jan 2008"
2008-01-03 01:00:00,-0.2,45,1034,3.3,NA,315,NA,0,0,NA,"Jan",2008,1,"Jan 2008"
2008-01-03 01:15:00,-0.3,46,1034,3.1,NA,316,NA,0,0,NA,"Jan",2008,1,"Jan 2008"
2008-01-03 01:30:00,-0.4,47,1034,3.1,NA,317,NA,0,0,NA,"Jan",2008,1,"Jan 2008"
2008-01-03 01:45:00,-0.4,47,1034,3.4,NA,318,NA,0,0,NA,"Jan",2008,1,"Jan 2008"
2008-01-03 02:00:00,-0.5,48,1034,3.3,NA,319,NA,0,0,NA,"Jan",2008,1,"Jan 2008"
2008-01-03 02:15:00,-0.6,49,1034,3.2,NA,318,NA,0,0,NA,"Jan",2008,1,"Jan 2008"
2008-01-03 02:30:00,-0.8,49,1034,3.2,NA,313,NA,0,0,NA,"Jan",2008,1,"Jan 2008"
2008-01-03 02:45:00,-0.9,50,1034,3.1,NA,317,NA,0,0,NA,"Jan",2008,1,"Jan 2008"
2008-01-03 03:00:00,-1,51,1034,3,NA,319,NA,0,0,NA,"Jan",2008,1,"Jan 2008"
2008-01-03 03:15:00,-1.1,52,1034,3.3,NA,317,NA,0,0,NA,"Jan",2008,1,"Jan 2008"
2008-01-03 03:30:00,-1.2,54,1034,3,NA,314,NA,0,0,NA,"Jan",2008,1,"Jan 2008"
2008-01-03 03:45:00,-1.2,55,1034,3,NA,315,NA,0,0,NA,"Jan",2008,1,"Jan 2008"
2008-01-03 04:00:00,-1.2,55,1034,3.1,NA,313,NA,0,0,NA,"Jan",2008,1,"Jan 2008"
2008-01-03 04:15:00,-1.3,56,1034,2.8,NA,318,NA,0,0,NA,"Jan",2008,1,"Jan 2008"
2008-01-03 04:30:00,-1.4,57,1034,2.7,NA,317,NA,0,0,NA,"Jan",2008,1,"Jan 2008"
2008-01-03 04:45:00,-1.3,59,1034,2.8,NA,311,NA,0,0,NA,"Jan",2008,1,"Jan 2008"
2008-01-03 05:00:00,-1.2,60,1034,3.1,NA,307,NA,0,0,NA,"Jan",2008,1,"Jan 2008"
2008-01-03 05:15:00,-1.1,60,1034,3.3,NA,306,NA,0,0,NA,"Jan",2008,1,"Jan 2008"
2008-01-03 05:30:00,-1,60,1034,3.3,NA,304,NA,0,0,NA,"Jan",2008,1,"Jan 2008"
2008-01-03 05:45:00,-1,61,1034,3.2,NA,303,NA,0,0,NA,"Jan",2008,1,"Jan 2008"
2008-01-03 06:00:00,-1,62,1035,2.9,NA,300,NA,0,0,NA,"Jan",2008,1,"Jan 2008"
2008-01-03 06:15:00,-1.1,63,1035,3,NA,294,NA,0,0,NA,"Jan",2008,1,"Jan 2008"
2008-01-03 06:30:00,-1.1,64,1035,2.8,NA,295,NA,0,0,NA,"Jan",2008,1,"Jan 2008"
2008-01-03 06:45:00,-1.1,65,1035,3.2,NA,296,NA,0,0,NA,"Jan",2008,1,"Jan 2008"
2008-01-03 07:00:00,-1,65,1035,3.3,NA,291,NA,0,0,NA,"Jan",2008,1,"Jan 2008"
2008-01-03 07:15:00,-1,66,1036,3.3,NA,292,NA,0,0,NA,"Jan",2008,1,"Jan 2008"
2008-01-03 07:30:00,-0.9,66,1036,3.3,NA,300,NA,0,0,NA,"Jan",2008,1,"Jan 2008"
2008-01-03 07:45:00,-0.9,67,1036,3.4,NA,299,NA,0,0,NA,"Jan",2008,1,"Jan 2008"
2008-01-03 08:00:00,-0.7,67,1036,3.1,NA,300,NA,18.4,0,NA,"Jan",2008,1,"Jan 2008"
2008-01-03 08:15:00,-0.5,68,1037,3.3,NA,304,NA,80.2,0,NA,"Jan",2008,1,"Jan 2008"
2008-01-03 08:30:00,-0.2,68,1037,3.3,NA,307,NA,120.8,0,NA,"Jan",2008,1,"Jan 2008"
2008-01-03 08:45:00,0,68,1037,3.3,NA,309,NA,161.3,0,NA,"Jan",2008,1,"Jan 2008"
2008-02-14 07:30:00,0,97,1023,0.8,NA,258,NA,7.7,0,NA,"Feb",2008,2,"Feb 2008"
2009-01-21 01:45:00,0,60,1019,1.2,2.2,286,15,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-21 02:00:00,-0.3,62,1019,1.2,2.2,278,15,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-21 02:15:00,-0.8,65,1019,1.1,2.6,274,13,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-21 02:30:00,-0.8,64,1019,1.1,2.2,282,13,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-21 02:45:00,-1.2,67,1019,0.8,1.5,276,15,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-21 03:00:00,-1.8,71,1019,0.9,1.5,260,13,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-21 03:15:00,-2.1,73,1019,0.8,1.5,260,14,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-21 03:30:00,-2.2,74,1019,0.9,1.5,273,11,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-21 03:45:00,-2.2,74,1020,1.1,2.3,282,14,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-21 04:00:00,-1.8,71,1020,1.3,2.7,295,18,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-21 04:15:00,-1.9,70,1020,1.2,2,285,13,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-21 04:30:00,-2,71,1020,1.2,2.3,305,21,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-21 04:45:00,-2,70,1020,1.4,2.7,314,16,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-21 05:00:00,-2.3,72,1020,1.3,2.9,295,18,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-21 05:15:00,-2.4,72,1021,1.4,2.5,299,20,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-21 05:30:00,-2.3,71,1021,1.5,2.7,297,18,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-21 05:45:00,-2.5,70,1021,1.3,2.5,286,14,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-21 06:00:00,-2.8,72,1021,0.9,1.4,281,15,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-21 06:15:00,-3.1,75,1021,0.8,1.5,271,13,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-21 06:30:00,-3,76,1021,1.2,2.5,305,18,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-21 06:45:00,-2.9,74,1021,1.5,3.2,309,19,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-21 07:00:00,-3,73,1021,1.7,3.2,306,20,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-21 07:15:00,-3.1,72,1022,1.7,2.9,304,17,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-21 07:30:00,-3.2,72,1022,1.4,2.6,297,18,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-21 07:45:00,-3,70,1022,1.6,3.3,304,16,34.1,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-21 08:00:00,-2.7,68,1023,1.6,2.7,299,20,115.7,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-21 08:15:00,-2.4,66,1023,1.7,3.6,295,21,171.1,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-21 08:30:00,-2,65,1023,1.8,3.1,292,22,273.7,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-21 08:45:00,-1.6,63,1023,2.3,4.1,315,21,335.6,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-21 09:00:00,-1.2,60,1024,3,5.4,322,22,439.8,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-21 09:15:00,-0.9,58,1024,3.4,5.8,330,22,501.2,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-21 09:30:00,-0.5,55,1024,3.4,5.4,329,19,604.6,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-21 09:45:00,-0.1,53,1024,3.2,5.5,331,19,675,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-21 19:30:00,0,68,1023,0.7,0.8,245,6,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-21 19:45:00,-0.3,69,1023,0.5,0.7,236,10,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-21 20:00:00,-0.6,70,1023,0.3,0.6,248,14,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-21 20:15:00,-0.9,72,1023,0.3,0.7,254,11,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-21 20:30:00,-1.4,74,1023,0.8,1.2,232,7,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-21 20:45:00,-1.7,75,1024,0.5,0.8,232,2,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-21 21:00:00,-1.7,76,1024,0.5,0.8,240,8,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-21 21:15:00,-1.7,78,1024,0.9,1.9,249,11,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-21 21:30:00,-1.2,76,1024,1,2,244,13,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-21 21:45:00,-1.6,77,1024,0.3,0.7,240,7,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-21 22:00:00,-2,79,1024,0.4,0.7,214,32,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-21 22:15:00,-2.2,81,1024,0.8,1.1,259,20,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-21 22:30:00,-2.2,82,1024,0.5,0.9,241,8,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-21 22:45:00,-2.4,83,1024,0.7,1.5,258,7,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-21 23:00:00,-2.1,83,1024,0.9,1.1,266,8,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-21 23:15:00,-1.9,82,1024,0.7,1.1,256,5,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-21 23:30:00,-1.8,79,1024,0.9,1.2,251,12,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-21 23:45:00,-1,75,1024,0.9,1.5,264,16,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-22,-1.3,75,1024,0.9,1.4,250,30,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-22 00:15:00,-1.7,78,1024,0.6,0.9,212,30,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-22 00:30:00,-2.3,80,1024,0.6,1.1,221,26,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-22 00:45:00,-2.6,83,1024,0.2,0.8,227,49,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-22 01:00:00,-3.1,84,1024,0.7,1.7,256,17,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-22 01:15:00,-2.7,83,1024,1.3,2.6,246,10,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-22 01:30:00,-1.8,79,1024,0.7,1.8,188,58,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-22 01:45:00,-2.5,81,1024,0.3,0.7,220,12,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-22 02:00:00,-3.3,84,1024,0.3,1,228,20,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-22 02:15:00,-3.6,87,1024,1.1,1.3,265,7,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-22 02:30:00,-2.9,86,1024,1.3,2,248,13,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-22 02:45:00,-2.1,83,1024,0.6,1.2,188,62,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-22 03:00:00,-2.7,84,1024,0.9,1.6,257,12,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-22 03:15:00,-2.2,84,1024,1.1,1.9,213,57,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-22 03:30:00,-2.6,84,1024,1.2,2,268,15,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-22 03:45:00,-2.3,83,1024,1.1,1.7,257,11,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-22 04:00:00,-2.5,83,1024,0.4,1,260,13,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-22 04:15:00,-2.9,85,1024,0.6,1.2,257,7,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-22 04:30:00,-3.1,87,1024,0.7,1.4,262,10,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-22 04:45:00,-2.9,87,1024,0.7,1.2,257,10,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-22 05:00:00,-3,88,1024,1,1.3,258,8,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-22 05:15:00,-2.9,88,1024,1,1.6,257,6,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-22 05:30:00,-2.5,87,1024,1.3,2.4,247,10,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-22 05:45:00,-2,83,1024,2.2,3.2,258,8,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-22 06:00:00,-1.6,80,1025,1.8,2.7,265,12,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-22 06:15:00,-1.6,79,1025,1.8,2.6,263,10,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-22 06:30:00,-1.7,80,1025,1.8,2.9,264,9,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-22 06:45:00,-1.6,81,1025,2,3,267,8,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-22 07:00:00,-1.5,80,1025,2.1,3,262,10,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-22 07:15:00,-1.6,81,1025,2.1,3,264,9,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-22 07:30:00,-1.3,80,1026,2,2.9,264,11,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-22 07:45:00,-1,80,1026,1.8,2.5,263,9,36.6,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-22 08:00:00,-0.5,80,1026,1.8,2.7,274,12,121,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-23 02:00:00,-0.2,84,1024,0.4,0.8,236,25,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-23 02:15:00,-0.6,86,1025,0.4,1.1,220,22,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-23 02:30:00,-0.2,88,1025,0.4,1.6,235,13,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-23 03:15:00,-0.3,88,1024,0.4,1.1,245,7,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-23 03:30:00,-0.8,89,1024,0.1,0.6,211,2,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-23 03:45:00,-0.9,90,1024,0.3,0.8,253,13,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-23 04:00:00,-1.3,92,1024,0.7,1.3,270,9,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-23 04:15:00,-0.7,93,1024,0.8,1.4,245,18,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-23 04:30:00,-1,93,1024,0.2,0.6,269,41,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-23 04:45:00,-1.3,94,1025,0.1,0.5,205,3,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-23 05:00:00,-1.5,94,1025,0,0.3,223,0,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-23 05:15:00,-1.5,95,1025,0.4,0.8,243,9,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-23 05:30:00,-0.9,96,1025,0.9,1.4,264,6,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-23 05:45:00,-0.6,95,1025,0.5,1.2,235,16,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-23 06:00:00,-0.9,95,1025,0.2,0.6,213,8,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-23 06:15:00,-1.2,95,1025,0.3,0.6,227,0,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-23 06:30:00,-1.2,95,1025,0.4,0.7,238,7,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-23 06:45:00,-1.3,96,1025,0.2,0.6,217,8,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-23 07:00:00,-1,96,1026,0.3,1.4,194,17,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-01-23 07:15:00,-0.2,97,1026,0.4,1.1,235,27,0,0,NA,"Jan",2009,1,"Jan 2009"
2009-02-04 23:15:00,0,49,1032,2.1,3.7,307,17,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-04 23:30:00,-0.3,51,1032,1.8,3.2,298,17,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-04 23:45:00,-0.6,52,1031,1.8,3.1,293,16,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-05,-1,54,1031,1.5,2.4,283,15,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-05 00:15:00,-1.2,55,1031,1.5,3,286,16,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-05 00:30:00,-1.4,56,1031,1.5,2.7,294,14,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-05 00:45:00,-1.3,56,1031,1.9,3.2,294,15,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-05 01:00:00,-1.2,57,1031,1.9,3.3,303,16,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-05 01:15:00,-1.3,57,1031,1.7,3.2,305,18,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-05 01:30:00,-1.5,59,1031,1.7,2.8,302,18,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-05 01:45:00,-1.7,60,1031,1.8,3.4,304,18,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-05 02:00:00,-1.7,60,1031,1.6,2.9,305,20,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-05 02:15:00,-1.9,61,1031,1.6,3.1,293,17,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-05 02:30:00,-1.9,60,1032,1.7,3.6,291,18,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-05 02:45:00,-1.8,59,1032,2.3,4.1,297,20,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-05 03:00:00,-1.7,58,1032,2.1,4.5,305,21,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-05 03:15:00,-2,60,1032,2,3.4,300,17,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-05 03:30:00,-2.1,59,1032,2.5,4.9,318,20,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-05 03:45:00,-2.1,57,1032,2.5,4.6,320,19,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-05 04:00:00,-2,55,1032,2.2,4.1,314,19,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-05 04:15:00,-1.9,53,1032,2.5,4.7,317,17,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-05 04:30:00,-1.9,52,1032,2.3,4.3,311,18,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-05 04:45:00,-1.9,51,1032,2.3,4.3,301,20,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-05 05:00:00,-2.2,52,1032,2.1,3.4,291,19,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-05 05:15:00,-2.4,53,1032,2.4,4.2,292,20,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-05 05:30:00,-2.4,55,1032,2.3,4.1,299,18,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-05 05:45:00,-2.5,55,1032,2.6,5.4,304,20,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-05 06:00:00,-2.3,51,1033,2.9,5.1,311,20,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-05 06:15:00,-2.4,52,1033,2.7,5.2,305,20,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-05 06:30:00,-2.5,52,1033,2.6,5.3,308,20,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-05 06:45:00,-2.5,52,1033,2.5,4.4,303,21,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-05 07:00:00,-2.6,52,1033,2.6,4.6,313,21,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-05 07:15:00,-2.6,53,1033,2.6,4.8,308,20,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-05 07:30:00,-2.7,53,1033,2.6,4.9,312,17,1.3,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-05 07:45:00,-2.4,52,1033,2.5,4.7,312,21,85.9,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-05 08:00:00,-2.1,51,1033,2.6,5.5,319,19,152.3,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-05 08:15:00,-1.7,49,1034,2.5,4.7,318,19,251.9,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-05 08:30:00,-1.2,47,1034,2.9,5.5,322,19,320.4,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-05 08:45:00,-0.8,46,1034,2.9,5.3,325,19,427.8,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-05 09:00:00,-0.1,47,1034,2.8,5.8,328,22,496.8,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-05 20:00:00,-0.5,84,1034,0.7,1.1,239,9,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-05 20:15:00,-0.8,86,1034,0.5,0.9,223,26,0,0,NA,"Feb",2009,2,"Feb 2009"
